,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,69833,1017.734,388.5455472,230.6091543,70911,298.1847366,0.847231309,0.005563925,]
[,69839,1005.156,392.7669525,228.6643822,70663,298.1975462,0.868642226,0.005623891,]
[,69843,1006.281,386.3156069,232.0327908,70899,298.2060857,0.866750706,0.0055312,]
[,69845,1050.03,416.1572514,218.2519252,72211,298.2103553,0.796052611,0.005958297,]
[,69889,1002.511,391.5626777,228.7546748,70764,298.3042717,0.873857056,0.005602637,]
[,69890,1019.567,397.6524029,225.3539828,70522,298.3064059,0.844876759,0.00568969,]
[,69900,1013.617,397.2660549,225.9760098,70844,298.3277462,0.854947149,0.005683348,]
[,69923,1015.485,376.5109885,236.7004154,70617,298.3768233,0.852084944,0.005384652,]
[,69962,1000.601,377.1407444,239.2072993,71574,298.4600225,0.878112612,0.005390651,]
[,69965,1014.949,388.2999017,232.6341399,71261,298.4664215,0.853497518,0.005549916,]
[,69966,1017.515,390.8109652,230.5279676,70935,298.4685544,0.849210332,0.005585727,]
[,69978,1019.805,395.8064047,227.254477,70905,298.4941488,0.84554576,0.005656155,]
[,69993,1026.528,398.0416646,227.8185837,72098,298.5261386,0.834685507,0.005686878,]
[,70000,1032.254,401.1511815,222.8211114,70675,298.5410661,0.825533602,0.005730731,]
[,70006,1013.071,387.8711935,230.873465,70848,298.5538604,0.857166838,0.005540542,]
[,70015,1002.196,387.8131025,233.242644,71660,298.5730509,0.875982897,0.005539,]
[,70027,1014.428,381.585578,237.6176307,71890,298.5986363,0.855131549,0.005449121,]
[,70027,1031.138,396.8699555,227.6328042,71427,298.5986363,0.827640628,0.005667385,]
[,70034,1035.563,393.5953858,228.8908126,71414,298.6135601,0.820664686,0.005620061,]
[,70037,1019.075,382.3720768,236.2449618,71309,298.6199558,0.847471504,0.005459572,]
[,70057,1009.313,384.7634657,233.6409592,70989,298.6625902,0.864190854,0.005492149,]
[,70066,1006.869,387.1512521,231.7835065,70755,298.6817737,0.868502853,0.005525522,]
[,70071,1014.005,397.9591302,226.7516836,70912,298.6924307,0.856382899,0.00567937,]
[,70073,1026.93,396.1705544,226.6816972,70866,298.6966934,0.834985421,0.005653683,]
[,70074,1020.42,396.7091017,225.6305717,70656,298.6988247,0.845685431,0.005661288,]
[,70080,1015.39,392.6195818,229.1275079,70817,298.7116123,0.854157961,0.005602448,]
[,70088,1001.046,381.7267159,236.0392725,71072,298.7286615,0.878912138,0.005446392,]
[,70090,1026.526,393.1827706,227.4275671,70820,298.7329237,0.835845515,0.005609684,]
[,70122,1023.764,396.4554433,227.3557115,71191,298.80111,0.840745305,0.005653795,]
[,70124,1011.921,386.9887045,233.2943097,71640,298.8053712,0.860564304,0.005518634,]
[,70136,1030.908,396.6158929,226.0338672,70887,298.8309367,0.829298802,0.005654955,]
[,70145,1006.802,390.7835906,230.0279791,71034,298.8501094,0.869597824,0.005571083,]
[,70178,1013.164,390.0472886,231.8971273,71324,298.9203987,0.859115098,0.005557971,]
[,70188,1041.532,403.257678,224.9807702,71768,298.9416953,0.813069174,0.005745393,]
[,70211,1029.422,389.8259,231.9589183,71738,298.9906716,0.832584136,0.005552205,]
[,70235,1038.267,416.5836291,216.2968656,71314,299.0417687,0.818738757,0.005931283,]
[,70237,1001.22,375.4192475,239.1801656,70832,299.0460264,0.880474505,0.005345035,]
[,70262,1021.176,405.5603048,222.7263649,71533,299.0992425,0.846699246,0.005772114,]
[,70263,1021.678,392.8862427,231.126409,71785,299.101371,0.845879441,0.005591652,]
[,70286,1011.15,383.2150452,235.9828209,71648,299.1503211,0.863868264,0.005452224,]
[,70286,1025.449,388.3760551,232.4166013,71633,299.1503211,0.839944441,0.005525653,]
[,70288,1013.533,391.7922968,229.3745976,70876,299.1545773,0.859835284,0.005574099,]
[,70322,1019.083,400.2240975,226.1837303,71199,299.2269227,0.850906741,0.005691307,]
[,70331,1037.407,403.1301199,224.9070412,71883,299.24607,0.821217713,0.005731898,]
[,70332,1004.224,377.6639772,237.5478886,70976,299.2481974,0.876398526,0.005369732,]
[,70339,1030.51,395.2689627,230.1508068,72125,299.2630888,0.832341661,0.005619485,]
[,70342,1013.073,382.5846158,236.8221826,71805,299.2694706,0.861277485,0.005438921,]
[,70348,1004.593,390.9888283,230.3667374,70890,299.2822338,0.875954047,0.005557924,]
[,70349,1024.836,398.4616319,227.0425318,71191,299.284361,0.841703333,0.00566407,]
[,70350,1008.987,399.4792389,226.1899153,70996,299.2864881,0.868366027,0.005678454,]
[,70383,1043.44,402.4927719,225.1387841,71642,299.356675,0.812349048,0.005718608,]
[,70419,1051.305,409.8035123,220.3053173,71179,299.4332238,0.80064917,0.005819502,]
[,70445,998.333,379.1073004,238.9717847,71483,299.4884968,0.888196758,0.005381607,]
[,70446,1016.413,396.5652183,228.7641383,71496,299.4906225,0.856891392,0.00562935,]
[,70448,1027.708,396.9221507,227.4069284,71325,299.4948738,0.838183404,0.005634257,]
[,70461,1007.39,394.4824514,229.0611411,71211,299.5225059,0.872495902,0.005598593,]
[,70533,1021.176,400.5976711,226.5240707,71786,299.6754992,0.849964959,0.005679578,]
[,70550,1019.266,395.1254436,229.4974695,71937,299.7116112,0.853359067,0.005600644,]
[,70555,1022.104,399.3988311,229.2301352,72235,299.7222315,0.848686872,0.005660815,]
[,70563,998.451,386.3189647,233.877396,71406,299.7392233,0.889474267,0.005474809,]
[,70563,1014.222,393.4801157,229.3722556,71437,299.7392233,0.862026957,0.005576295,]
[,70583,1033.049,403.1133886,224.2776295,71255,299.7816986,0.831128422,0.005711197,]
[,70586,1012.847,382.0235892,236.528212,71626,299.7880693,0.864650792,0.005412172,]
[,70612,1016.702,398.3628876,228.0693472,71873,299.843277,0.858422359,0.005641575,]
[,70626,995.284,375.0609853,241.0058327,71282,299.8729999,0.8959431,0.005310523,]
[,70644,1035.229,389.680282,236.3196772,72782,299.9112109,0.828346968,0.005516113,]
[,70646,1013.02,393.1988626,229.4041948,71261,299.9154562,0.865090219,0.005565763,]
[,70683,1020.247,388.5491637,232.8047958,71378,299.9939845,0.853324442,0.005497067,]
[,70686,1048.179,401.9008212,227.5360397,72526,300.0003508,0.808485735,0.00568572,]
[,70722,1029.555,400.5572151,226.2264628,71420,300.0767353,0.838427074,0.005663828,]
[,70724,1029.749,394.0018235,229.948757,71394,300.0809783,0.838134894,0.005570978,]
[,70731,1017.526,396.3671309,228.4624875,71452,300.0958284,0.858476936,0.005603867,]
[,70731,1016.071,381.866283,238.37611,72273,300.0958284,0.860937351,0.005398853,]
[,70754,1027.569,409.3725229,221.4679481,71552,300.1446164,0.842051926,0.005785857,]
[,70778,1058.993,407.2359155,226.1279334,73027,300.1955171,0.793089083,0.005753708,]
[,70780,1041.775,406.8583193,225.0964452,72535,300.1997585,0.819544537,0.00574821,]
[,70827,1018.237,387.5777049,236.2735765,72309,300.2994126,0.85844201,0.005472175,]
[,70870,1024.464,409.4658998,222.7092943,71660,300.3905567,0.848552844,0.005777704,]
[,70873,1041.884,406.9148243,225.2563867,72616,300.3969145,0.820449667,0.005741465,]
[,70888,1006.981,384.9516749,236.5347872,72031,300.4287018,0.878496499,0.005430421,]
[,70908,1018.387,401.1553564,226.7300931,71865,300.4710795,0.859170598,0.005657406,]
[,70912,1012.143,371.718651,244.6784034,71891,300.4795544,0.869852962,0.005241971,]
[,70938,1026.906,403.3067677,226.2540259,72261,300.534635,0.845332218,0.005685342,]
[,70938,1032.174,405.4717127,225.0579786,71739,300.534635,0.83672544,0.005715861,]
[,70943,1038.435,399.6836586,228.3168419,72323,300.5452263,0.826724444,0.00563387,]
[,70949,1003.932,390.1790758,232.7455746,71510,300.5579353,0.884601248,0.00549943,]
[,70954,1014.501,382.2136985,239.6298206,72407,300.5685257,0.866326878,0.005386782,]
[,70955,1040.914,411.2238949,221.4570884,71860,300.5706438,0.822930519,0.005795559,]
[,70964,1040.983,404.4895417,225.9413974,72287,300.5897055,0.822925797,0.005699926,]
[,70966,1032.731,386.4901941,237.0890354,72555,300.5939413,0.836153022,0.005446132,]
[,70983,1026.807,391.9138724,231.7010186,71829,300.629943,0.846031577,0.005521236,]
[,71000,1034.76,396.3016423,230.739239,72736,300.6659403,0.833276144,0.005581713,]
[,71014,1012.162,401.8132304,226.7760614,71424,300.695582,0.871071457,0.005658226,]
[,71019,1024.243,389.9032255,233.7988398,72064,300.7061676,0.850703869,0.005490126,]
[,71041,1004.677,385.0415084,236.6119668,71806,300.7527398,0.884435182,0.00541999,]
[,71048,1038.979,396.1093553,232.8322077,73199,300.7675567,0.827081262,0.005575236,]
[,71054,1020.761,404.5474784,225.7110946,71910,300.7802564,0.85693969,0.005693522,]
[,71054,1038.906,399.2912621,231.6237724,73328,300.7802564,0.827267355,0.005619547,]
[,71092,1025.404,397.0743498,230.4950186,72226,300.8606749,0.849651017,0.005585359,]
[,71126,1037.583,403.7911097,225.481344,71831,300.9326102,0.830218782,0.005677124,]
[,71128,1041.841,397.15082,232.5928973,73413,300.9368411,0.823469603,0.005583607,]
[,71156,1023.316,388.469527,234.1431002,71773,300.9960682,0.85388987,0.005459406,]
[,71161,1037.077,407.7629739,223.7249901,72221,301.0066432,0.83143806,0.005730147,]
[,71167,1037.115,407.9825068,223.5718801,71982,301.0193327,0.831447232,0.005732748,]
[,71176,1008.893,386.8971528,236.9260366,72118,301.0383661,0.878725489,0.005435781,]
[,71184,1061.63,419.1542715,218.2612953,72140,301.0552835,0.793680824,0.005888321,]
[,71194,1045.404,402.7038224,228.8228748,72636,301.0764291,0.818624887,0.005656429,]
[,71197,1042.332,408.8520872,223.3958508,72056,301.0827725,0.823492061,0.005742547,]
[,71208,1024.261,397.9936478,229.7154394,72235,301.1060303,0.852937833,0.00558917,]
[,71241,1036.16,394.0272885,231.4545246,72309,301.1757932,0.833846721,0.005530906,]
[,71249,1039.665,400.0629091,228.2152696,72111,301.192703,0.828326946,0.005614997,]
[,71251,1004.753,382.612021,238.2428517,71954,301.1969303,0.886915418,0.005369918,]
[,71259,1009.897,377.4913807,240.6039061,71833,301.2138389,0.878001834,0.005297455,]
[,71260,1012.888,396.7087634,229.3353212,71901,301.2159524,0.872836361,0.005567061,]
[,71260,1017.171,386.7800965,236.4453049,72469,301.2159524,0.865501336,0.005427731,]
[,71262,1014.354,384.5871306,238.0234175,71891,301.2201793,0.870339669,0.005396805,]
[,71272,1020.316,400.3815958,228.4644187,72196,301.2413133,0.860318805,0.005617656,]
[,71275,1020.728,398.3237848,229.5219715,72017,301.2476532,0.859660622,0.005588548,]
[,71279,1047.026,418.5897609,218.7153973,72060,301.2561062,0.817064854,0.005872554,]
[,71282,1025.671,399.7818559,230.8930193,71685,301.2624458,0.851478307,0.005608455,]
[,71312,1049.152,411.0278633,222.2268979,71982,301.3258343,0.814133555,0.005763797,]
[,71372,1020.27,400.4407141,230.5378281,72734,301.4525714,0.861603585,0.005610614,]
[,71383,1017.404,384.4605801,239.0358608,72502,301.4758007,0.866598192,0.005385884,]
[,71393,1015.983,393.4260594,234.4531197,72973,301.4969168,0.869145755,0.005510709,]
[,71424,1006.911,394.2902821,232.2094763,72340,301.5623671,0.88526208,0.005520417,]
[,71433,1030.846,413.6810252,221.7943565,72292,301.5813661,0.844736332,0.005791175,]
[,71433,1014.513,396.1442929,231.8978414,72296,301.5813661,0.872154691,0.005545676,]
[,71467,1046.223,397.8668367,232.0161155,73216,301.6531295,0.820477903,0.005567141,]
[,71468,1024.863,405.7050301,226.234134,72169,301.6552399,0.855046757,0.005676737,]
[,71492,1045.688,403.9154676,228.2627449,73300,301.7058858,0.821604979,0.0056498,]
[,71534,1016.281,393.7913059,232.8534887,72173,301.7944956,0.87035166,0.005504953,]
[,71538,1047.25,413.0462106,223.8632581,73301,301.8029333,0.819682985,0.005773801,]
[,71540,1034.456,401.2763801,231.4388537,72721,301.8071521,0.840107291,0.005609119,]
[,71540,1024.667,404.2473611,228.2414437,73026,301.8071521,0.856235639,0.005650648,]
[,71544,1034.654,407.0116681,226.1256515,72741,301.8155894,0.839832737,0.00568897,]
[,71598,1026.517,391.9523839,236.0805644,72930,301.9294701,0.853843866,0.005474348,]
[,71641,1019.09,386.1907649,238.02559,72827,302.0201222,0.86685493,0.005390639,]
[,71648,1031.647,402.7510088,229.1211745,73209,302.034877,0.845963639,0.005621246,]
[,71658,1057.001,417.3026137,221.0092016,72678,302.0559539,0.805979045,0.005823531,]
[,71678,1054.534,422.650982,218.7140631,73261,302.0981034,0.809980511,0.005896523,]
[,71681,1029.327,392.0161594,233.2134525,72318,302.1044253,0.850172768,0.005468899,]
[,71693,1025.391,389.3844431,235.5206911,72353,302.1297117,0.856855553,0.005431276,]
[,55823,942.888,390.9030875,183.352648,56438,266.6009211,0.789046902,0.007002545,]
[,55829,929.625,376.5759927,191.6257001,56855,266.6152481,0.81180949,0.006745168,]
[,55838,950.359,399.4419258,178.7464609,56472,266.6367373,0.776898592,0.007153586,]
[,55842,929.15,360.0793671,203.3675362,58135,266.6462875,0.812828955,0.006448182,]
[,55846,930.567,377.4751425,189.3683928,56548,266.6558374,0.810413452,0.006759215,]
[,55847,915.961,358.0579392,199.7329629,56445,266.6582248,0.836480358,0.006411409,]
[,55860,941.12,391.8042791,182.2239559,56519,266.6892592,0.792539269,0.00701404,]
[,55877,929.728,372.6542803,192.1176402,56678,266.7298372,0.812327441,0.006669189,]
[,55878,953.303,404.8527692,177.2172763,56462,266.7322239,0.772660655,0.007245298,]
[,55884,950.102,379.6658949,189.1344091,56691,266.746544,0.777959312,0.006793821,]
[,55941,918.733,379.0385222,188.6620445,56536,266.882546,0.832839774,0.006775684,]
[,55953,935.428,378.1454648,190.7962405,56853,266.9111692,0.803549268,0.00675827,]
[,55976,945.068,391.5043642,183.1808742,56704,266.9660217,0.787563551,0.006994147,]
[,55987,930.964,367.7353836,196.8858536,56791,266.9922516,0.811766802,0.006568228,]
[,56056,931.194,374.5213572,191.2290951,56718,267.1567254,0.812365798,0.0066812,]
[,56063,938.306,387.7047537,184.9389338,56827,267.1734055,0.800197538,0.006915519,]
[,56069,932.592,374.0643532,191.5440162,56798,267.1877019,0.810119905,0.0066715,]
[,56104,943.633,377.5994042,189.9637432,56846,267.2710823,0.791767096,0.006730347,]
[,56116,956.5,378.4172695,189.4804662,57069,267.2996638,0.770773229,0.006743483,]
[,56137,932.009,376.5197841,191.0161715,56876,267.3496743,0.812117467,0.006707159,]
[,56154,936.002,370.8661794,194.7140061,56971,267.390152,0.805447074,0.006604448,]
[,56161,936.82,391.1434144,183.9732217,56596,267.4068175,0.804141339,0.00696468,]
[,56178,939.382,382.9148532,187.8800169,56840,267.4472867,0.800003099,0.0068161,]
[,56192,963.141,375.7579382,191.0770265,56961,267.4806096,0.761210223,0.006687036,]
[,56232,941.886,379.912334,189.2570745,56838,267.575795,0.796520047,0.006756159,]
[,56247,965.918,395.9652465,182.9866599,57108,267.6114808,0.757580364,0.007039758,]
[,56248,946.999,378.6123592,190.3582327,56917,267.6138597,0.788166384,0.006731126,]
[,56290,933.828,346.5760075,212.0083785,58389,267.7137538,0.811161499,0.006156973,]
[,56301,960.988,402.7083316,179.6841418,57012,267.7399104,0.766108081,0.007152774,]
[,56305,928.99,367.6544209,197.9815949,57406,267.7494212,0.819850656,0.006529694,]
[,56313,926.125,370.4449996,194.9357486,56975,267.7684419,0.825048184,0.006578321,]
[,56318,1026.226,384.5543262,187.6346173,57574,267.7803292,0.672002766,0.006828267,]
[,56329,1019.436,359.4270613,204.0419407,58567,267.8064792,0.681117397,0.006380853,]
[,56334,989.798,372.7248213,193.5389833,57684,267.8183648,0.722582284,0.006616339,]
[,56337,942.939,395.1803258,182.6019455,56818,267.8254959,0.796226053,0.007014579,]
[,56392,930.097,371.9571248,195.0053327,57178,267.9561987,0.819164031,0.00659592,]
[,56404,922.589,360.3630769,204.5914823,58033,267.9847072,0.832728107,0.006388963,]
[,56407,935.855,370.8555652,198.2976202,57827,267.9918338,0.809330182,0.006574637,]
[,56413,929.481,377.8808379,191.039673,57007,268.0060866,0.820555624,0.006698471,]
[,56413,929.481,377.8808379,191.039673,57007,268.0060866,0.820555624,0.006698471,]
[,56433,948.827,381.6930632,191.6640222,57627,268.0535902,0.787714669,0.00676365,]
[,56437,949.365,371.1457281,194.1292488,57210,268.0630899,0.786877905,0.006576284,]
[,56437,927.722,377.4111213,191.2691376,57192,268.0630899,0.824020608,0.006687299,]
[,56450,961.485,387.7501457,186.3026784,57305,268.0939617,0.767341671,0.006868913,]
[,56462,967.154,402.0604631,180.5148428,57430,268.1224556,0.758533659,0.007120904,]
[,56476,974.851,385.3473998,187.3475372,57232,268.1556946,0.746787965,0.006823206,]
[,56484,926.135,377.5669311,192.1443589,57143,268.1746864,0.827535654,0.006684494,]
[,56514,939.837,378.7018614,192.7573674,57290,268.245894,0.804008859,0.006701027,]
[,56522,936.671,382.6058547,190.5572426,57379,268.2648795,0.809567818,0.006769149,]
[,56526,945.246,372.9606368,196.3167195,57562,268.2743717,0.795002367,0.006598037,]
[,56536,960.439,407.2835157,177.70619,57218,268.2981008,0.770185554,0.007203968,]
[,56539,943.147,370.3745628,196.675975,57599,268.3052191,0.798728556,0.00655078,]
[,56539,943.147,370.3745628,196.675975,57599,268.3052191,0.798728556,0.00655078,]
[,56570,921.703,369.2595338,196.4261554,57012,268.3787641,0.836785297,0.00652748,]
[,56596,961.101,393.7498127,183.4975882,57291,268.4404315,0.769941172,0.006957202,]
[,56606,933.43,372.8717469,193.9261376,57322,268.464146,0.816410951,0.006587142,]
[,56612,950.496,393.7620692,184.2275062,57282,268.4783736,0.787440549,0.006955452,]
[,56612,943.324,378.1872538,191.4804021,57398,268.4783736,0.799459733,0.006680337,]
[,56614,932.14,383.1357439,189.4201677,57255,268.483116,0.818787898,0.006767509,]
[,56638,946.024,384.7802308,189.8678798,57458,268.5400181,0.795267921,0.006793676,]
[,56688,940.402,394.5952617,183.5331656,57175,268.6585255,0.805515517,0.006960825,]
[,56706,924.217,374.9073997,193.7054087,57307,268.7011753,0.834239929,0.006611424,]
[,56724,933.793,383.3593112,188.7220645,57387,268.7438184,0.817476891,0.006758326,]
[,56731,937.119,386.3496402,187.9037186,57445,268.7604,0.811784615,0.006810203,]
[,56733,923.164,363.1981934,200.0950542,57297,268.7651374,0.836542275,0.006401886,]
[,56759,949.722,396.2990196,183.1637049,57486,268.8267162,0.790772581,0.006982135,]
[,56761,959.439,398.3767662,182.0855177,57299,268.8314524,0.774863433,0.007018494,]
[,56761,959.439,398.3767662,182.0855177,57299,268.8314524,0.774863433,0.007018494,]
[,56784,937.059,388.192653,187.0369179,57431,268.8859132,0.81264707,0.006836303,]
[,56821,965.022,386.5769079,187.601567,57528,268.9735009,0.766733269,0.006803416,]
[,56839,954.661,379.1312374,191.9307254,57523,269.0161008,0.783714587,0.006670266,]
[,56846,954.252,384.5003159,189.1331097,57490,269.0326656,0.784483145,0.006763894,]
[,56849,988.944,411.5627193,176.2822485,57601,269.0397645,0.730447982,0.007239577,]
[,56860,958.802,392.4084313,185.0411006,57568,269.0657922,0.777246646,0.006901309,]
[,56866,975.289,391.8120412,186.9731414,58051,269.079988,0.751269734,0.006890093,]
[,56872,963.388,400.2091257,182.7159796,57665,269.0941831,0.770026906,0.007037015,]
[,56889,951.582,384.2369343,190.1773181,57644,269.1343985,0.789488352,0.006754152,]
[,56889,951.582,384.2369343,190.1773181,57644,269.1343985,0.789488352,0.006754152,]
